Game #, LMS's win percentage
886,72.546585
887,72.546585
888,72.58065
889,72.614624
890,72.64851
891,72.64851
892,72.68232
893,72.71605
894,72.749695
895,72.749695
896,72.78325
897,72.81673
898,72.85012
899,72.760735
900,72.67157
901,72.58262
902,72.616135
903,72.649574
904,72.68293
905,72.7162
906,72.62773
907,72.53949
908,72.451454
909,72.36364
910,72.27603
911,72.18864
912,72.22222
913,72.25573
914,72.16867
915,72.20216
916,72.11539
917,72.11539
918,72.02881
919,71.94245
920,71.97605
921,71.88995
922,71.92354
923,71.95704
924,71.99046
925,71.99046
926,72.02381
927,71.93817
928,71.9715
929,71.88612
930,71.80095
931,71.71597
932,71.71597
933,71.749405
934,71.78276
935,71.69811
936,71.731445
937,71.64706
938,71.56287
939,71.478874
940,71.512314
941,71.54567
942,71.57895
943,71.61215
944,71.52859
945,71.44522
946,71.47846
947,71.51163
948,71.544716
949,71.461716
950,71.378914
951,71.41204
952,71.32948
953,71.36259
954,71.395615
955,71.31336
956,71.2313
957,71.14943
958,71.06774
959,71.100914
960,71.13402
961,71.05263
962,70.97143
963,71.00456
964,70.9236
965,70.84283
966,70.76223
967,70.795456
968,70.828606
969,70.7483
970,70.781425
971,70.814476
972,70.814476
973,70.73447
974,70.654625
975,70.57497
976,70.60811
977,70.641174
978,70.5618
979,70.59483
980,70.6278
981,70.66069
982,70.69351
983,70.72626
984,70.72626
985,70.64732
986,70.680046
987,70.60134
988,70.522804
989,70.55556
990,70.47725
991,70.39911
992,70.32115
993,70.24336
994,70.276245
995,70.30905
996,70.34178
997,70.26431
998,70.297035
999,70.21978
1000,70.1427
1001,70.17544
1002,70.2081
1003,70.13129
1004,70.05464
1005,70.08734
1006,70.01091
1007,69.93464
1008,69.858536
1009,69.891304
1010,69.891304
1011,69.815414
1012,69.84816
1013,69.88083
1014,69.913414
1015,69.83784
1016,69.870415
1017,69.902916
1018,69.93535
1019,69.967705
1020,69.89247
1021,69.8174
1022,69.849785
1023,69.77492
1024,69.70021
1025,69.73262
1026,69.65812
1027,69.6905
1028,69.6162
1029,69.64857
1030,69.57447
1031,69.6068
1032,69.63906
1033,69.565216
1034,69.49152
1035,69.41799
1036,69.45032
1037,69.482574
1038,69.51477
1039,69.44151
1040,69.36842
1041,69.29548
1042,69.22269
1043,69.25498
1044,69.28721
1045,69.319374
1046,69.319374
1047,69.35146
1048,69.38349
1049,69.311066
1050,69.34306
1051,69.375
1052,69.40687
1053,69.334724
1054,69.26272
1055,69.29461
1056,69.22279
1057,69.15114
1058,69.18304
1059,69.111565
1060,69.040245
1061,68.96907
1062,69.00103
1063,68.93004
1064,68.85919
1065,68.89117
1066,68.92307
1067,68.95492
1068,68.986694
1069,69.0184
1070,68.94791
1071,68.97959
1072,68.90928
1073,68.8391
1074,68.76907
1075,68.69919
1076,68.62944
1077,68.55984
1078,68.49037
1079,68.52227
1080,68.45299
1081,68.48485
1082,68.41574
1083,68.34677
1084,68.27795
1085,68.20925
1086,68.24121
1087,68.273094
1088,68.20461
1089,68.20461
1090,68.13628
1091,68.16817
1092,68.1
1093,68.03197
1094,68.06387
1095,68.09571
1096,68.09571
1097,68.12749
1098,68.0597
1099,68.09145
1100,68.023834
1101,67.956345
1102,67.98811
1103,68.0198
1104,67.95252
1105,67.95252
1106,67.885376
1107,67.81836
1108,67.8501
1109,67.78325
1110,67.81496
1111,67.84661
1112,67.87819
1113,67.90971
1114,67.94118
1115,67.87463
1116,67.90607
1117,67.93744
1118,67.96875
1119,68.0
1120,68.03119
1121,67.96495
1122,67.898834
1123,67.93003
1124,67.96116
1125,67.89525
1126,67.82946
1127,67.763794
1128,67.763794
1129,67.794975
1130,67.82609
1131,67.85714
1132,67.88814
1133,67.919075
1134,67.85371
1135,67.78847
1136,67.819405
1137,67.75432
1138,67.78523
1139,67.72031
1140,67.6555
1141,67.686424
1142,67.71729
1143,67.74809
1144,67.77884
1145,67.71429
1146,67.745
1147,67.775665
1148,67.711296
1149,67.741936
1150,67.67773
1151,67.61364
1152,67.64427
1153,67.67486
1154,67.70538
1155,67.73585
1156,67.76626
1157,67.796616
1158,67.73283
1159,67.76315
1160,67.699524
1161,67.72983
1162,67.76007
1163,67.79026
1164,67.726845
1165,67.75701
1166,67.69375
1167,67.723885
1168,67.66077
1169,67.69087
1170,67.69087
1171,67.72093
1172,67.75093
1173,67.78087
1174,67.718
1175,67.655235
1176,67.68519
1177,67.622574
1178,67.622574
1179,67.6525
1180,67.68236
1181,67.71217
1182,67.741936
1183,67.77164
1184,67.70929
1185,67.73897
1186,67.7686
1187,67.798164
1188,67.82768
1189,67.85714
1190,67.88655
1191,67.9159
1192,67.85388
1193,67.88321
1194,67.82133
1195,67.85064
1196,67.7889
1197,67.72727
1198,67.72727
1199,67.756584
1200,67.6951
1201,67.72439
1202,67.753624
1203,67.78281
1204,67.72152
1205,67.75068
1206,67.779785
1207,67.718666
1208,67.74775
1209,67.68677
1210,67.6259
1211,67.65498
1212,67.68402
1213,67.623314
1214,67.56272
1215,67.502235
1216,67.5313
1217,67.470955
1218,67.5
1219,67.52899
1220,67.4688
1221,67.40873
1222,67.348755
1223,67.37778
1224,67.31794
1225,67.25821
1226,67.28724
1227,67.22764
1228,67.16814
1229,67.10875
1230,67.04947
1231,67.07855
1232,67.0194
1233,66.96035
1234,66.90141
1235,66.93052
1236,66.871704
1237,66.81299
1238,66.8421
1239,66.87117
1240,66.81261
1241,66.75416
1242,66.6958
1243,66.63755
1244,66.57941
1245,66.60854
1246,66.55052
1247,66.579636
1248,66.52174
1249,66.55083
1250,66.49306
1251,66.43539
1252,66.377815
1253,66.32035
1254,66.26298
1255,66.2057
1256,66.234886
1257,66.177734
1258,66.206894
1259,66.14987
1260,66.09294
1261,66.03611
1262,65.97938
1263,65.92275
1264,65.86621
1265,65.80977
1266,65.753426
1267,65.78272
1268,65.726494
1269,65.670364
1270,65.614334
1271,65.643654
1272,65.67291
1273,65.61702
1274,65.64626
1275,65.590485
1276,65.6197
1277,65.56403
1278,65.50848
1279,65.453
1280,65.48224
1281,65.42688
1282,65.37162
1283,65.31646
1284,65.345695
1285,65.29065
1286,65.235695
1287,65.180824
1288,65.21008
1289,65.155334
1290,65.18456
1291,65.12992
1292,65.159134
1293,65.188286
1294,65.13378
1295,65.07937
1296,65.02504
1297,64.97081
1298,64.916664
1299,64.86262
1300,64.808655
1301,64.754776
1302,64.78406
1303,64.73029
1304,64.75954
1305,64.788734
1306,64.81788
1307,64.76427
1308,64.79339
1309,64.73988
1310,64.768974
1311,64.71558
1312,64.744644
1313,64.69136
1314,64.63815
1315,64.585045
1316,64.53202
1317,64.56112
1318,64.5082
1319,64.45537
1320,64.40262
1321,64.34996
1322,64.297386
1323,64.244896
1324,64.1925
1325,64.140175
1326,64.087944
1327,64.11717
1328,64.14634
1329,64.09423
1330,64.04221
1331,63.990265
1332,63.938408
1333,63.886642
1334,63.915855
1335,63.94503
1336,63.89338
1337,63.84181
1338,63.79032
1339,63.819496
1340,63.848633
1341,63.797264
1342,63.826363
1343,63.855423
1344,63.804173
1345,63.75301
1346,63.701923
1347,63.730984
1348,63.760002
1349,63.788967
1350,63.738018
1351,63.687153
1352,63.636364
1353,63.665337
1354,63.694267
1355,63.694267
1356,63.723152
1357,63.672493
1358,63.62192
1359,63.57143
1360,63.60032
1361,63.54992
1362,63.499607
1363,63.528477
1364,63.557316
1365,63.586098
1366,63.614838
1367,63.56467
1368,63.59338
1369,63.622047
1370,63.65067
1371,63.67925
1372,63.707775
1373,63.736267
1374,63.7647
1375,63.71473
1376,63.66484
1377,63.615025
1378,63.565285
1379,63.51563
1380,63.544106
1381,63.494537
1382,63.522995
1383,63.551403
1384,63.57977
1385,63.530327
1386,63.558662
1387,63.509315
1388,63.460045
1389,63.48837
1390,63.51665
1391,63.46749
1392,63.418407
1393,63.44668
1394,63.474907
1395,63.503086
1396,63.531227
1397,63.482277
1398,63.510395
1399,63.538464
1400,63.48962
1401,63.44086
1402,63.468914
1403,63.496937
1404,63.496937
1405,63.524902
1406,63.552834
1407,63.580723
1408,63.53211
1409,63.483578
1410,63.511448
1411,63.463
1412,63.414635
1413,63.366337
1414,63.318115
1415,63.346012
1416,63.297874
1417,63.325737
1418,63.27769
1419,63.305534
1420,63.257576
1421,63.20969
1422,63.161873
1423,63.114136
1424,63.066463
1425,63.09434
1426,63.12217
1427,63.074608
1428,63.027107
1429,62.979687
1430,62.93233
1431,62.96018
1432,62.987988
1433,63.015755
1434,62.968517
1435,62.921352
1436,62.874252
1437,62.827225
1438,62.855003
1439,62.808067
1440,62.83582
1441,62.788963
1442,62.742172
1443,62.695457
1444,62.723213
1445,62.67658
1446,62.630016
1447,62.657757
1448,62.611275
1449,62.56486
1450,62.59259
1451,62.54626
1452,62.573963
1453,62.601627
1454,62.55539
1455,62.583023
1456,62.61062
1457,62.63817
1458,62.59205
1459,62.54599
1460,62.54599
1461,62.5
1462,62.527554
1463,62.55507
1464,62.582542
1465,62.536655
1466,62.490845
1467,62.44509
1468,62.47257
1469,62.426903
1470,62.45435
1471,62.408756
1472,62.436176
1473,62.46356
1474,62.41806
1475,62.445415
1476,62.472725
1477,62.5
1478,62.527233
1479,62.481857
1480,62.43655
1481,62.391304
1482,62.418537
1483,62.44573
1484,62.40058
1485,62.427746
1486,62.382675
1487,62.33766
1488,62.364815
1489,62.319885
1490,62.275017
1491,62.230217
1492,62.257366
1493,62.28448
1494,62.31156
1495,62.266857
1496,62.293903
1497,62.32092
1498,62.34789
1499,62.374817
1500,62.330235
1501,62.285717
1502,62.312634
1503,62.339516
1504,62.36636
1505,62.321938
1506,62.27758
1507,62.233288
1508,62.260128
1509,62.28693
1510,62.313698
1511,62.269505
1512,62.29624
1513,62.25212
1514,62.278835
1515,62.305515
1516,62.261486
1517,62.288136
1518,62.24418
1519,62.2708
1520,62.22692
1521,62.1831
1522,62.13934
1523,62.165962
1524,62.192554
1525,62.2191
1526,62.245613
1527,62.201965
1528,62.228455
1529,62.184875
1530,62.141357
1531,62.0979
1532,62.12439
1533,62.081
1534,62.107468
1535,62.133892
1536,62.16028
1537,62.18663
1538,62.212944
1539,62.239223
1540,62.239223
1541,62.19597
1542,62.15278
1543,62.17904
1544,62.205273
1545,62.162163
1546,62.119114
1547,62.076126
1548,62.102352
1549,62.128544
1550,62.154697
1551,62.1118
1552,62.068962
1553,62.02619
1554,61.98347
1555,62.009632
1556,61.966984
1557,61.924397
1558,61.88187
1559,61.90803
1560,61.934155
1561,61.891705
1562,61.917805
1563,61.94388
1564,61.901505
1565,61.85919
1566,61.816944
1567,61.843002
1568,61.86903
1569,61.895023
1570,61.85286
1571,61.87883
1572,61.904762
1573,61.930664
1574,61.95652
1575,61.914463
1576,61.9403
1577,61.966103
1578,61.99187
1579,62.0176
1580,62.043304
1581,62.068962
1582,62.027023
1583,61.985146
1584,61.94332
1585,61.90155
1586,61.927223
1587,61.885525
1588,61.91117
1589,61.869537
1590,61.89516
1591,61.92075
1592,61.94631
1593,61.971832
1594,61.930294
1595,61.95579
1596,61.914326
1597,61.9398
1598,61.8984
1599,61.857044
1600,61.882507
1601,61.90794
1602,61.933334
1603,61.892075
1604,61.850864
1605,61.80971
1606,61.768616
1607,61.727577
1608,61.752987
1609,61.71201
1610,61.7374
1611,61.696487
1612,61.721855
1613,61.681007
1614,61.64021
1615,61.59947
1616,61.558784
1617,61.584156
1618,61.543537
1619,61.568886
1620,61.528324
1621,61.55365
1622,61.55365
1623,61.57895
1624,61.538464
1625,61.56373
1626,61.588966
1627,61.548553
1628,61.508198
1629,61.46789
1630,61.427635
1631,61.452877
1632,61.412685
1633,61.372547
1634,61.372547
1635,61.332466
1636,61.292427
1637,61.252445
1638,61.277706
1639,61.30293
1640,61.328125
1641,61.353283
1642,61.313396
1643,61.273556
1644,61.298706
1645,61.323814
1646,61.348896
1647,61.373947
1648,61.334198
1649,61.294495
1650,61.254852
1651,61.254852
1652,61.215256
1653,61.24031
1654,61.200775
1655,61.161293
1656,61.121857
1657,61.082478
1658,61.043144
1659,61.003864
1660,60.96463
1661,60.98972
1662,61.01477
1663,60.975613
1664,61.00064
1665,61.025642
1666,61.050606
1667,61.075546
1668,61.03647
1669,61.061382
1670,61.08626
1671,61.11111
1672,61.13593
1673,61.096935
1674,61.058
1675,61.01911
1676,60.980267
1677,60.941475
1678,60.96631
1679,60.927574
1680,60.952385
1681,60.913704
1682,60.875084
1683,60.8365
1684,60.86131
1685,60.822784
1686,60.784317
1687,60.8091
1688,60.83386
1689,60.795456
1690,60.7571
1691,60.71879
1692,60.74354
1693,60.768265
1694,60.792953
1695,60.81761
1696,60.77939
1697,60.80402
1698,60.828625
1699,60.790462
1700,60.75235
1701,60.714287
1702,60.67627
1703,60.638298
1704,60.662914
1705,60.6875
1706,60.71206
1707,60.73658
1708,60.69869
1709,60.72319
1710,60.747665
1711,60.70984
1712,60.672062
1713,60.634327
1714,60.596645
1715,60.621117
1716,60.64556
1717,60.669975
1718,60.63236
1719,60.594795
1720,60.619194
1721,60.581684
1722,60.606064
1723,60.630405
1724,60.59296
1725,60.617287
1726,60.641582
1727,60.641582
1728,60.665848
1729,60.690083
1730,60.65271
1731,60.67692
1732,60.639606
1733,60.663795
1734,60.687958
1735,60.650707
1736,60.613495
1737,60.637646
1738,60.661762
1739,60.685856
1740,60.648716
1741,60.672783
1742,60.696823
1743,60.720833
1744,60.68376
1745,60.70775
1746,60.670734
1747,60.633762
1748,60.596836
1749,60.55995
1750,60.523117
1751,60.486324
1752,60.449577
1753,60.412872
1754,60.436893
1755,60.40024
1756,60.424244
1757,60.44821
1758,60.41162
1759,60.43557
1760,60.459496
1761,60.422962
1762,60.446857
1763,60.47073
1764,60.434258
1765,60.397827
1766,60.421688
1767,60.44552
1768,60.409145
1769,60.372818
1770,60.396637
1771,60.420418
1772,60.384155
1773,60.34793
1774,60.311752
1775,60.33553
1776,60.299404
1777,60.323162
1778,60.34689
1779,60.370594
1780,60.394264
1781,60.417908
1782,60.38186
1783,60.405487
1784,60.429085
1785,60.39309
1786,60.416668
1787,60.380726
1788,60.40428
1789,60.42781
1790,60.451305
1791,60.474777
1792,60.49822
1793,60.521637
1794,60.54502
1795,60.509174
1796,60.532547
1797,60.496746
1798,60.520096
1799,60.54341
1800,60.50767
1801,60.471977
1802,60.49528
1803,60.459633
1804,60.42403
1805,60.447323
1806,60.411762
1807,60.37625
1808,60.37625
1809,60.399532
1810,60.422783
1811,60.44601
1812,60.46921
1813,60.49238
1814,60.515522
1815,60.480095
1816,60.444706
1817,60.444706
1818,60.409355
1819,60.432495
1820,60.397194
1821,60.420315
1822,60.385067
1823,60.349854
1824,60.37296
1825,60.396038
1826,60.419094
1827,60.383945
1828,60.40698
1829,60.429985
1830,60.429985
1831,60.45296
1832,60.475914
1833,60.49884
1834,60.463768
1835,60.486675
1836,60.451653
1837,60.451653
1838,60.47454
1839,60.4974
1840,60.462425
1841,60.427498
1842,60.450344
1843,60.415466
1844,60.438293
1845,60.40346
1846,60.426266
1847,60.39148
1848,60.35673
1849,60.379528
1850,60.402298
1851,60.42504
1852,60.447758
1853,60.470455
1854,60.49312
1855,60.45845
1856,60.42383
1857,60.446476
1858,60.46911
1859,60.49171
1860,60.45714
1861,60.479725
1862,60.502285
1863,60.524815
1864,60.54732
1865,60.51282
1866,60.535305
1867,60.500854
1868,60.46644
1869,60.432064
1870,60.397728
1871,60.36343
1872,60.32917
1873,60.29495
1874,60.260773
1875,60.22663
1876,60.192524
1877,60.158463
1878,60.181
1879,60.203506
1880,60.225986
